fromLib,toLib,type
org.slf4j:slf4j-jcl,ch.qos.logback:logback-classic,undecided
org.slf4j:slf4j-jcl,org.apache.logging.log4j:log4j-slf4j-impl,undecided
org.slf4j:slf4j-jdk14,ch.qos.logback:logback-classic,undecided
org.slf4j:slf4j-jdk14,ch.qos.logback:logback-core,undecided
org.slf4j:slf4j-jdk14,log4j:log4j,undecided
org.slf4j:slf4j-jdk14,org.apache.logging.log4j:log4j-api,undecided
org.slf4j:slf4j-jdk14,org.apache.logging.log4j:log4j-core,undecided
org.slf4j:slf4j-jdk14,org.apache.logging.log4j:log4j-slf4j-impl,undecided
org.slf4j:slf4j-jdk14,org.hibernate:hibernate-core,undecided
org.slf4j:slf4j-jdk14,org.jboss.logging:jboss-logging,undecided
org.slf4j:slf4j-jdk14,org.jboss.logging:jboss-logging-processor,undecided
org.slf4j:slf4j-jdk14,org.jboss.logmanager:jboss-logmanager,undecided
org.slf4j:slf4j-log4j12,ch.qos.logback:logback-classic,undecided
org.slf4j:slf4j-log4j12,ch.qos.logback:logback-core,undecided
org.slf4j:slf4j-log4j12,commons-logging:commons-logging,undecided
org.slf4j:slf4j-log4j12,log4j:log4j,undecided
org.slf4j:slf4j-log4j12,org.apache.logging.log4j:log4j-1.2-api,undecided
org.slf4j:slf4j-log4j12,org.apache.logging.log4j:log4j-api,undecided
org.slf4j:slf4j-log4j12,org.apache.logging.log4j:log4j-core,undecided
org.slf4j:slf4j-log4j12,org.apache.logging.log4j:log4j-jcl,undecided
org.slf4j:slf4j-log4j12,org.apache.logging.log4j:log4j-slf4j-impl,undecided
org.slf4j:slf4j-log4j12,org.apache.logging.log4j:log4j-web,undecided
org.slf4j:slf4j-nop,ch.qos.logback:logback-classic,undecided
org.slf4j:slf4j-nop,org.apache.logging.log4j:log4j-api,undecided
org.slf4j:slf4j-simple,ch.qos.logback:logback-classic,undecided
org.slf4j:slf4j-simple,ch.qos.logback:logback-core,undecided
org.slf4j:slf4j-simple,commons-logging:commons-logging,undecided
org.slf4j:slf4j-simple,log4j:log4j,undecided
org.slf4j:slf4j-simple,org.apache.logging.log4j:log4j-api,undecided
org.slf4j:slf4j-simple,org.apache.logging.log4j:log4j-core,undecided
org.slf4j:slf4j-simple,org.apache.logging.log4j:log4j-slf4j-impl,undecided
org.slf4j:slf4j-simple,org.jboss.logging:jboss-logging,undecided
org.sonatype.jline:jline,jline:jline,rename:undecided
org.sonatype.jline:jline,org.fusesource.jansi:jansi,undecided
org.sonatype.sisu:sisu-guice,com.google.inject.extensions:guice-assistedinject,undecided
org.sonatype.sisu:sisu-guice,com.google.inject.extensions:guice-multibindings,undecided
org.sonatype.sisu:sisu-guice,com.google.inject:guice,undecided
org.springframework.boot:spring-boot-starter,org.springframework.cloud:spring-cloud-dependencies,rename:undecided
org.springframework.boot:spring-boot-starter-amqp,org.springframework.cloud:spring-cloud-starter-stream-rabbit,rename:undecided
org.springframework.boot:spring-boot-starter-aop,org.springframework:spring-aop,rename:undecided
org.springframework.boot:spring-boot-starter-data-jpa,com.baomidou:mybatis-plus-boot-starter,rename:undecided
org.springframework.boot:spring-boot-starter-data-jpa,com.github.pagehelper:pagehelper,undecided
org.springframework.boot:spring-boot-starter-data-jpa,tk.mybatis:mapper,undecided
org.springframework.boot:spring-boot-starter-data-mongodb,mysql:mysql-connector-java,undecided
org.springframework.boot:spring-boot-starter-data-redis,org.springframework.data:spring-data-redis,rename:undecided
org.springframework.boot:spring-boot-starter-log4j2,ch.qos.logback:logback-classic,undecided
org.springframework.boot:spring-boot-starter-log4j2,org.apache.logging.log4j:log4j-api,undecided
org.springframework.boot:spring-boot-starter-logging,commons-logging:commons-logging,undecided
org.springframework.boot:spring-boot-starter-redis,org.springframework.cloud:spring-cloud-starter-stream-rabbit,rename:undecided
org.springframework.boot:spring-boot-starter-security,org.springframework.security:spring-security-config,rename:undecided
org.springframework.boot:spring-boot-starter-thymeleaf,org.thymeleaf.extras:thymeleaf-extras-springsecurity4,undecided
org.springframework.boot:spring-boot-starter-thymeleaf,org.thymeleaf:thymeleaf,undecided
org.springframework.boot:spring-boot-starter-thymeleaf,org.thymeleaf:thymeleaf-spring4,undecided
org.springframework.boot:spring-boot-starter-web,org.springframework:spring-web,rename:undecided
org.springframework.boot:spring-boot-starter-websocket,org.springframework:spring-messaging,rename:undecided
org.springframework.boot:spring-boot-starter-websocket,org.springframework:spring-webmvc,rename:undecided
org.springframework.boot:spring-boot-starter-websocket,org.springframework:spring-websocket,rename:undecided
org.springframework.boot:spring-boot-test,org.junit.platform:junit-platform-commons,undecided
org.springframework.data:spring-data-jpa,org.springframework.boot:spring-boot-starter-data-jpa,rename:undecided
org.springframework.data:spring-data-redis,org.springframework.boot:spring-boot-starter-data-redis,rename:undecided
org.springframework.hateoas:spring-hateoas,org.springframework.boot:spring-boot-starter-hateoas,rename:undecided
org.springframework.kafka:spring-kafka,org.apache.kafka:kafka-clients,undecided
org.springframework.security.oauth:spring-security-oauth2,io.jsonwebtoken:jjwt,undecided
org.springframework.security.oauth:spring-security-oauth2,org.springframework.cloud:spring-cloud-security,rename:undecided
org.springframework.security.oauth:spring-security-oauth2,org.springframework.cloud:spring-cloud-starter-oauth2,rename:undecided
org.springframework:spring-aop,org.springframework.boot:spring-boot-starter-aop,rename:undecided
org.springframework:spring-jdbc,org.springframework.boot:spring-boot-starter-jdbc,rename:undecided
org.springframework:spring-oxm,com.fasterxml.jackson.dataformat:jackson-dataformat-xml,undecided
org.springframework:spring-web,org.springframework.boot:spring-boot-starter-web,rename:undecided
org.springframework:spring-webmvc,org.springframework.boot:spring-boot-starter-thymeleaf,rename:undecided
org.springframework:spring-webmvc,org.springframework.boot:spring-boot-starter-web,rename:undecided
org.swinglabs:swingx,net.java.dev.glazedlists:glazedlists_java15,undecided
org.swinglabs:swingx,org.swinglabs.swingx:swingx-all,rename:upgrade
org.testng:testng,com.tngtech.java:junit-dataprovider,undecided
org.testng:testng,junit:junit,undecided
org.testng:testng,org.apache.lucene:lucene-test-framework,undecided
org.testng:testng,org.jboss.arquillian.junit:arquillian-junit-container,undecided
org.testng:testng,org.jboss.arquillian:arquillian-junit,undecided
org.testng:testng,org.junit.jupiter:junit-jupiter-api,undecided
org.testng:testng,org.junit.jupiter:junit-jupiter-engine,undecided
org.testng:testng,org.junit.vintage:junit-vintage-engine,undecided
org.testng:testng,org.springframework.boot:spring-boot-starter-test,undecided
org.thymeleaf:thymeleaf,org.springframework.boot:spring-boot-starter-thymeleaf,undecided
org.tuckey:urlrewritefilter,org.ocpsoft.rewrite:rewrite-servlet,undecided
org.webjars:bootstrap,de.agilecoders.wicket:wicket-bootstrap-core,undecided
org.xerial.snappy:snappy-java,org.iq80.snappy:snappy,rename:undecided
org.xerial:sqlite-jdbc,com.h2database:h2,undecided
org.xerial:sqlite-jdbc,javax.servlet:javax.servlet-api,undecided
org.xerial:sqlite-jdbc,org.postgresql:postgresql,undecided
org.yaml:snakeyaml,com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,undecided
pdfbox:pdfbox,org.apache.pdfbox:pdfbox,rename:upgrade
postgresql:postgresql,com.impossibl.pgjdbc-ng:pgjdbc-ng,undecided
postgresql:postgresql,mysql:mysql-connector-java,undecided
postgresql:postgresql,org.hsqldb:hsqldb,undecided
postgresql:postgresql,org.postgresql:postgresql,rename:undecided
redis.clients:jedis,io.lettuce:lettuce-core,undecided
redis.clients:jedis,org.springframework.boot:spring-boot-starter-data-redis,undecided
redis.clients:jedis,org.springframework.boot:spring-boot-starter-redis,undecided
rhino:js,org.mozilla:rhino,undecided
rome:rome,com.rometools:rome,rename:undecided
rome:rome,jaxen:jaxen,undecided
rome:rome,org.apache.httpcomponents:httpclient,undecided
rome:rome,xom:xom,undecided
saxon:saxon,net.sf.saxon:Saxon-HE,undecided
stax:stax-api,javax.xml.stream:stax-api,undecided
stax:stax-api,org.apache.geronimo.specs:geronimo-stax-api_1.0_spec,undecided
stax:stax-api,org.codehaus.woodstox:woodstox-core-asl,undecided
taglibs:standard,org.apache.taglibs:taglibs-standard-impl,rename:upgrade
taglibs:standard,org.apache.taglibs:taglibs-standard-jstlel,rename:upgrade
taglibs:standard,org.apache.taglibs:taglibs-standard-spec,rename:upgrade
velocity:velocity,org.apache.velocity:velocity,rename:undecided
velocity:velocity,org.apache.velocity:velocity-tools,rename:undecided
woodstox:wstx-asl,org.codehaus.woodstox:wstx-asl,rename:upgrade
xalan:xalan,net.sourceforge.saxon:saxon,undecided
xerces:xerces,xerces:xercesImpl,undecided
xerces:xercesImpl,org.simpleframework:simple-xml,undecided
xmlunit:xmlunit,org.xmlunit:xmlunit-core,rename:undecided
xstream:xstream,com.thoughtworks.xstream:xstream,rename:undecided
